provincia ;canton;Edad;personas_por_edad
Loja;Macará;De 55-59;39
Loja;Macará;De 60-64;48
Loja;Macará;De 65-69;32
Loja;Macará;De 70-74;34
Loja;Macará;De 75-79;19
Loja;Macará;De 80-84;20
Loja;Macará;85 o más;34
Loja;Macará;Total La Victoria;1.361
Loja;Macará;De 0-4;90
Loja;Macará;De 5-9;104
Loja;Macará;De 10-14;119
Loja;Macará;De 15-19;122
Loja;Macará;De 20-24;110
Loja;Macará;De 25-29;77
Loja;Macará;De 30-34;60
Loja;Macará;De 35-39;80
Loja;Macará;De 40-44;76
Loja;Macará;De 45-49;60
Loja;Macará;De 50-54;57
Loja;Macará;De 55-59;56
Loja;Macará;De 60-64;65
Loja;Macará;De 65-69;76
Loja;Macará;De 70-74;67
Loja;Macará;De 75-79;54
Loja;Macará;De 80-84;32
Loja;Macará;85 o más;56
Loja;Macará;Total Sabiango;634
Loja;Macará;De 0-4;33
Loja;Macará;De 5-9;26
Loja;Macará;De 10-14;37
Loja;Macará;De 15-19;35
Loja;Macará;De 20-24;44
Loja;Macará;De 25-29;38
Loja;Macará;De 30-34;37
Loja;Macará;De 35-39;33
Loja;Macará;De 40-44;29
Loja;Macará;De 45-49;35
Loja;Macará;De 50-54;41
Loja;Macará;De 55-59;47
Loja;Macará;De 60-64;32
Loja;Macará;De 65-69;34
Loja;Macará;De 70-74;29
Loja;Macará;De 75-79;33
Loja;Macará;De 80-84;27
Loja;Macará;85 o más;44
Loja;Paltas;Total Paltas;22.841
Loja;Paltas;De 0-4;1.512
Loja;Paltas;De 5-9;1.728
Loja;Paltas;De 10-14;2.186
Loja;Paltas;De 15-19;2.161
Loja;Paltas;De 20-24;1.791
Loja;Paltas;De 25-29;1.415
Loja;Paltas;De 30-34;1.218
Loja;Paltas;De 35-39;1.222
Loja;Paltas;De 40-44;1.165
Loja;Paltas;De 45-49;1.196
Loja;Paltas;De 50-54;1.203
Loja;Paltas;De 55-59;1.140
Loja;Paltas;De 60-64;1.055
Loja;Paltas;De 65-69;975
Loja;Paltas;De 70-74;846
Loja;Paltas;De 75-79;741
Loja;Paltas;De 80-84;612
Loja;Paltas;85 o más;675
Loja;Paltas;Total Catacocha;12.129
Loja;Paltas;De 0-4;810
Loja;Paltas;De 5-9;978
Loja;Paltas;De 10-14;1.184
Loja;Paltas;De 15-19;1.123
Loja;Paltas;De 20-24;960
Loja;Paltas;De 25-29;809
Loja;Paltas;De 30-34;692
Loja;Paltas;De 35-39;708
Loja;Paltas;De 40-44;634
Loja;Paltas;De 45-49;635
Loja;Paltas;De 50-54;611
Loja;Paltas;De 55-59;592
Loja;Paltas;De 60-64;529
Loja;Paltas;De 65-69;500
Loja;Paltas;De 70-74;392
Loja;Paltas;De 75-79;357
Loja;Paltas;De 80-84;272
Loja;Paltas;85 o más;343
Loja;Paltas;Total Cangonamá;991
Loja;Paltas;De 0-4;46
Loja;Paltas;De 5-9;61
Loja;Paltas;De 10-14;82
Loja;Paltas;De 15-19;83
Loja;Paltas;De 20-24;63
Loja;Paltas;De 25-29;48
Loja;Paltas;De 30-34;36
Loja;Paltas;De 35-39;38
Loja;Paltas;De 40-44;53
Loja;Paltas;De 45-49;63
Loja;Paltas;De 50-54;61
Loja;Paltas;De 55-59;66
Loja;Paltas;De 60-64;68
Loja;Paltas;De 65-69;53
Loja;Paltas;De 70-74;51
Loja;Paltas;De 75-79;46
Loja;Paltas;De 80-84;38
Loja;Paltas;85 o más;35
Loja;Paltas;Total Guachanamá;2.406
Loja;Paltas;De 0-4;186
Loja;Paltas;De 5-9;170
Loja;Paltas;De 10-14;256
Loja;Paltas;De 15-19;276
Loja;Paltas;De 20-24;202
Loja;Paltas;De 25-29;133
Loja;Paltas;De 30-34;129
Loja;Paltas;De 35-39;115
Loja;Paltas;De 40-44;111
Loja;Paltas;De 45-49;131
Loja;Paltas;De 50-54;121
Loja;Paltas;De 55-59;107
Loja;Paltas;De 60-64;89
Loja;Paltas;De 65-69;89
Loja;Paltas;De 70-74;87
Loja;Paltas;De 75-79;91
Loja;Paltas;De 80-84;51
Loja;Paltas;85 o más;62
Loja;Paltas;Total Lauro Guerrero;1.680
Loja;Paltas;De 0-4;100
Loja;Paltas;De 5-9;127
Loja;Paltas;De 10-14;174
Loja;Paltas;De 15-19;160
Loja;Paltas;De 20-24;137
Loja;Paltas;De 25-29;102
Loja;Paltas;De 30-34;83
Loja;Paltas;De 35-39;71
Loja;Paltas;De 40-44;75
Loja;Paltas;De 45-49;85
Loja;Paltas;De 50-54;85
Loja;Paltas;De 55-59;83
Loja;Paltas;De 60-64;93
Loja;Paltas;De 65-69;88
Loja;Paltas;De 70-74;62
Loja;Paltas;De 75-79;48
Loja;Paltas;De 80-84;56
Loja;Paltas;85 o más;51
Loja;Paltas;Total Orianga;1.586
Loja;Paltas;De 0-4;120
Loja;Paltas;De 5-9;120
Loja;Paltas;De 10-14;140
Loja;Paltas;De 15-19;164
Loja;Paltas;De 20-24;129
Loja;Paltas;De 25-29;92
Loja;Paltas;De 30-34;89
Loja;Paltas;De 35-39;91
Loja;Paltas;De 40-44;93
Loja;Paltas;De 45-49;84
Loja;Paltas;De 50-54;81
Loja;Paltas;De 55-59;73
Loja;Paltas;De 60-64;74
Loja;Paltas;De 65-69;72
Loja;Paltas;De 70-74;58
Loja;Paltas;De 75-79;41
Loja;Paltas;De 80-84;33
Loja;Paltas;85 o más;32
Loja;Paltas;Total San Antonio;1.077
Loja;Paltas;De 0-4;52
Loja;Paltas;De 5-9;84
Loja;Paltas;De 10-14;87
Loja;Paltas;De 15-19;86
Loja;Paltas;De 20-24;76
Loja;Paltas;De 25-29;52
Loja;Paltas;De 30-34;56
Loja;Paltas;De 35-39;62
Loja;Paltas;De 40-44;59
Loja;Paltas;De 45-49;59
Loja;Paltas;De 50-54;56
Loja;Paltas;De 55-59;43
Loja;Paltas;De 60-64;56
Loja;Paltas;De 65-69;53
Loja;Paltas;De 70-74;71
Loja;Paltas;De 75-79;49
Loja;Paltas;De 80-84;42
Loja;Paltas;85 o más;34
Loja;Paltas;Total Casanga;1.735
Loja;Paltas;De 0-4;109
Loja;Paltas;De 5-9;110
Loja;Paltas;De 10-14;157
Loja;Paltas;De 15-19;153
Loja;Paltas;De 20-24;130
Loja;Paltas;De 25-29;89
Loja;Paltas;De 30-34;82
Loja;Paltas;De 35-39;82
Loja;Paltas;De 40-44;88
Loja;Paltas;De 45-49;76
Loja;Paltas;De 50-54;110
Loja;Paltas;De 55-59;105
Loja;Paltas;De 60-64;80
Loja;Paltas;De 65-69;67
Loja;Paltas;De 70-74;82
Loja;Paltas;De 75-79;72
Loja;Paltas;De 80-84;81
Loja;Paltas;85 o más;62
Loja;Paltas;Total Yamana;1.237
Loja;Paltas;De 0-4;89
Loja;Paltas;De 5-9;78
Loja;Paltas;De 10-14;106
Loja;Paltas;De 15-19;116
Loja;Paltas;De 20-24;94
Loja;Paltas;De 25-29;90
Loja;Paltas;De 30-34;51
Loja;Paltas;De 35-39;55
Loja;Paltas;De 40-44;52
Loja;Paltas;De 45-49;63
Loja;Paltas;De 50-54;78
Loja;Paltas;De 55-59;71
Loja;Paltas;De 60-64;66
Loja;Paltas;De 65-69;53
Loja;Paltas;De 70-74;43
Loja;Paltas;De 75-79;37
Loja;Paltas;De 80-84;39
Loja;Paltas;85 o más;56
Loja;Puyango;Total Puyango;16.257
Loja;Puyango;De 0-4;1.115
Loja;Puyango;De 5-9;1.254
Loja;Puyango;De 10-14;1.492
Loja;Puyango;De 15-19;1.445
Loja;Puyango;De 20-24;1.228
Loja;Puyango;De 25-29;1.159
Loja;Puyango;De 30-34;1.046
Loja;Puyango;De 35-39;1.049
Loja;Puyango;De 40-44;993
Loja;Puyango;De 45-49;969
Loja;Puyango;De 50-54;906
Loja;Puyango;De 55-59;843
Loja;Puyango;De 60-64;648
Loja;Puyango;De 65-69;650
Loja;Puyango;De 70-74;505
Loja;Puyango;De 75-79;388
Loja;Puyango;De 80-84;287
Loja;Puyango;85 o más;280
Loja;Puyango;Total Alamor;8.987
Loja;Puyango;De 0-4;614
Loja;Puyango;De 5-9;684
Loja;Puyango;De 10-14;817
Loja;Puyango;De 15-19;749
Loja;Puyango;De 20-24;676
Loja;Puyango;De 25-29;663
Loja;Puyango;De 30-34;616
Loja;Puyango;De 35-39;606
Loja;Puyango;De 40-44;538
Loja;Puyango;De 45-49;551
Loja;Puyango;De 50-54;518
Loja;Puyango;De 55-59;461
Loja;Puyango;De 60-64;342
Loja;Puyango;De 65-69;381
Loja;Puyango;De 70-74;279
Loja;Puyango;De 75-79;200
Loja;Puyango;De 80-84;144
Loja;Puyango;85 o más;148
Loja;Puyango;Total Ciano;1.335
Loja;Puyango;De 0-4;79
Loja;Puyango;De 5-9;86
Loja;Puyango;De 10-14;120
Loja;Puyango;De 15-19;127
Loja;Puyango;De 20-24;102
Loja;Puyango;De 25-29;92
Loja;Puyango;De 30-34;68
Loja;Puyango;De 35-39;86
Loja;Puyango;De 40-44;91
Loja;Puyango;De 45-49;97
Loja;Puyango;De 50-54;86
Loja;Puyango;De 55-59;81
Loja;Puyango;De 60-64;65
Loja;Puyango;De 65-69;51
Loja;Puyango;De 70-74;43
Loja;Puyango;De 75-79;26
Loja;Puyango;De 80-84;19
Loja;Puyango;85 o más;16
Loja;Puyango;Total El Arenal;1.157
Loja;Puyango;De 0-4;70
Loja;Puyango;De 5-9;95
Loja;Puyango;De 10-14;114
Loja;Puyango;De 15-19;109
Loja;Puyango;De 20-24;86
Loja;Puyango;De 25-29;73
Loja;Puyango;De 30-34;64
Loja;Puyango;De 35-39;65
Loja;Puyango;De 40-44;63
Loja;Puyango;De 45-49;79
Loja;Puyango;De 50-54;59
Loja;Puyango;De 55-59;74
Loja;Puyango;De 60-64;46
Loja;Puyango;De 65-69;52
Loja;Puyango;De 70-74;33
Loja;Puyango;De 75-79;33
Loja;Puyango;De 80-84;17
Loja;Puyango;85 o más;25
Loja;Puyango;Total El Limo;2.423
Loja;Puyango;De 0-4;206
Loja;Puyango;De 5-9;193
Loja;Puyango;De 10-14;227
Loja;Puyango;De 15-19;241
Loja;Puyango;De 20-24;217
Loja;Puyango;De 25-29;183
Loja;Puyango;De 30-34;167
Loja;Puyango;De 35-39;158
Loja;Puyango;De 40-44;146
Loja;Puyango;De 45-49;125
Loja;Puyango;De 50-54;122
Loja;Puyango;De 55-59;108
Loja;Puyango;De 60-64;76
Loja;Puyango;De 65-69;75
Loja;Puyango;De 70-74;62
Loja;Puyango;De 75-79;55
Loja;Puyango;De 80-84;41
Loja;Puyango;85 o más;21
Loja;Puyango;Total Mercadillo;1.308
Loja;Puyango;De 0-4;91
Loja;Puyango;De 5-9;110
Loja;Puyango;De 10-14;120
Loja;Puyango;De 15-19;116
Loja;Puyango;De 20-24;80
Loja;Puyango;De 25-29;80
Loja;Puyango;De 30-34;88
Loja;Puyango;De 35-39;80
Loja;Puyango;De 40-44;81
Loja;Puyango;De 45-49;68
Loja;Puyango;De 50-54;49
Loja;Puyango;De 55-59;66
Loja;Puyango;De 60-64;70
Loja;Puyango;De 65-69;54
Loja;Puyango;De 70-74;57
Loja;Puyango;De 75-79;32
Loja;Puyango;De 80-84;32
Loja;Puyango;85 o más;34
Loja;Puyango;Total Vicentino;1.047
Loja;Puyango;De 0-4;55
Loja;Puyango;De 5-9;86
Loja;Puyango;De 10-14;94
Loja;Puyango;De 15-19;103
Loja;Puyango;De 20-24;67
Loja;Puyango;De 25-29;68
Loja;Puyango;De 30-34;43
Loja;Puyango;De 35-39;54
Loja;Puyango;De 40-44;74
Loja;Puyango;De 45-49;49
Loja;Puyango;De 50-54;72
Loja;Puyango;De 55-59;53
Loja;Puyango;De 60-64;49
Loja;Puyango;De 65-69;37
Loja;Puyango;De 70-74;31
Loja;Puyango;De 75-79;42
Loja;Puyango;De 80-84;34
Loja;Puyango;85 o más;36
Loja;Saraguro;Total Saraguro;29.111
Loja;Saraguro;De 0-4;2.368
Loja;Saraguro;De 5-9;2.499
Loja;Saraguro;De 10-14;2.956
Loja;Saraguro;De 15-19;3.079
Loja;Saraguro;De 20-24;2.377
Loja;Saraguro;De 25-29;2.010
Loja;Saraguro;De 30-34;1.837
Loja;Saraguro;De 35-39;1.791
Loja;Saraguro;De 40-44;1.590
Loja;Saraguro;De 45-49;1.410
Loja;Saraguro;De 50-54;1.307
Loja;Saraguro;De 55-59;1.317
Loja;Saraguro;De 60-64;1.140
Loja;Saraguro;De 65-69;963
Loja;Saraguro;De 70-74;786
Loja;Saraguro;De 75-79;679
Loja;Saraguro;De 80-84;521
Loja;Saraguro;85 o más;481
Loja;Saraguro;Total Saraguro;9.679
Loja;Saraguro;De 0-4;784
Loja;Saraguro;De 5-9;857
Loja;Saraguro;De 10-14;966
Loja;Saraguro;De 15-19;991
Loja;Saraguro;De 20-24;768
Loja;Saraguro;De 25-29;772
Loja;Saraguro;De 30-34;714
Loja;Saraguro;De 35-39;653
Loja;Saraguro;De 40-44;562
Loja;Saraguro;De 45-49;494
Loja;Saraguro;De 50-54;443
Loja;Saraguro;De 55-59;394
Loja;Saraguro;De 60-64;327
Loja;Saraguro;De 65-69;270
Loja;Saraguro;De 70-74;211
Loja;Saraguro;De 75-79;184
Loja;Saraguro;De 80-84;157
Loja;Saraguro;85 o más;132
Loja;Saraguro;Total El Paraíso de Celen;2.244
Loja;Saraguro;De 0-4;184
Loja;Saraguro;De 5-9;231
Loja;Saraguro;De 10-14;278
Loja;Saraguro;De 15-19;263
Loja;Saraguro;De 20-24;155
Loja;Saraguro;De 25-29;125
Loja;Saraguro;De 30-34;135
Loja;Saraguro;De 35-39;152
Loja;Saraguro;De 40-44;122
Loja;Saraguro;De 45-49;95
Loja;Saraguro;De 50-54;87
Loja;Saraguro;De 55-59;100
Loja;Saraguro;De 60-64;85
Loja;Saraguro;De 65-69;61
Loja;Saraguro;De 70-74;56
Loja;Saraguro;De 75-79;51
Loja;Saraguro;De 80-84;38
Loja;Saraguro;85 o más;26
Loja;Saraguro;Total El Tablón;972
Loja;Saraguro;De 0-4;78
Loja;Saraguro;De 5-9;82
Loja;Saraguro;De 10-14;92
Loja;Saraguro;De 15-19;95
Loja;Saraguro;De 20-24;76
Loja;Saraguro;De 25-29;54
Loja;Saraguro;De 30-34;61
Loja;Saraguro;De 35-39;58
Loja;Saraguro;De 40-44;48
Loja;Saraguro;De 45-49;56
Loja;Saraguro;De 50-54;42
Loja;Saraguro;De 55-59;51
Loja;Saraguro;De 60-64;50
Loja;Saraguro;De 65-69;34
Loja;Saraguro;De 70-74;30
Loja;Saraguro;De 75-79;20
Loja;Saraguro;De 80-84;25
Loja;Saraguro;85 o más;20
Loja;Saraguro;Total Lluzhapa;1.558
Loja;Saraguro;De 0-4;134
Loja;Saraguro;De 5-9;136
Loja;Saraguro;De 10-14;171
Loja;Saraguro;De 15-19;164
Loja;Saraguro;De 20-24;136
Loja;Saraguro;De 25-29;109
Loja;Saraguro;De 30-34;68
Loja;Saraguro;De 35-39;64
Loja;Saraguro;De 40-44;73
Loja;Saraguro;De 45-49;85
Loja;Saraguro;De 50-54;80
Loja;Saraguro;De 55-59;71
Loja;Saraguro;De 60-64;51
Loja;Saraguro;De 65-69;55
Loja;Saraguro;De 70-74;54
Loja;Saraguro;De 75-79;45
Loja;Saraguro;De 80-84;29
Loja;Saraguro;85 o más;33
Loja;Saraguro;Total Manú;2.142
Loja;Saraguro;De 0-4;170
Loja;Saraguro;De 5-9;160
Loja;Saraguro;De 10-14;202
Loja;Saraguro;De 15-19;233
Loja;Saraguro;De 20-24;186
Loja;Saraguro;De 25-29;118
Loja;Saraguro;De 30-34;108
Loja;Saraguro;De 35-39;96
Loja;Saraguro;De 40-44;103
Loja;Saraguro;De 45-49;105
Loja;Saraguro;De 50-54;98
Loja;Saraguro;De 55-59;108
Loja;Saraguro;De 60-64;122
Loja;Saraguro;De 65-69;91
Loja;Saraguro;De 70-74;75
Loja;Saraguro;De 75-79;78
Loja;Saraguro;De 80-84;45
Loja;Saraguro;85 o más;44
Loja;Saraguro;Total San Antonio de Qumbe;1.110
Loja;Saraguro;De 0-4;71
Loja;Saraguro;De 5-9;65
Loja;Saraguro;De 10-14;94
Loja;Saraguro;De 15-19;106
Loja;Saraguro;De 20-24;88
Loja;Saraguro;De 25-29;69
Loja;Saraguro;De 30-34;61
Loja;Saraguro;De 35-39;65
Loja;Saraguro;De 40-44;74
Loja;Saraguro;De 45-49;48
Loja;Saraguro;De 50-54;60
Loja;Saraguro;De 55-59;60
Loja;Saraguro;De 60-64;57
Loja;Saraguro;De 65-69;55
Loja;Saraguro;De 70-74;47
Loja;Saraguro;De 75-79;37
Loja;Saraguro;De 80-84;30
Loja;Saraguro;85 o más;23
Loja;Saraguro;Total San Pablo de Tenta;3.290
Loja;Saraguro;De 0-4;253
Loja;Saraguro;De 5-9;257
Loja;Saraguro;De 10-14;308
Loja;Saraguro;De 15-19;356
Loja;Saraguro;De 20-24;265
Loja;Saraguro;De 25-29;239
Loja;Saraguro;De 30-34;164
Loja;Saraguro;De 35-39;200
Loja;Saraguro;De 40-44;173
Loja;Saraguro;De 45-49;160
Loja;Saraguro;De 50-54;148
Loja;Saraguro;De 55-59;183
Loja;Saraguro;De 60-64;148
Loja;Saraguro;De 65-69;125
Loja;Saraguro;De 70-74;101
Loja;Saraguro;De 75-79;90
Loja;Saraguro;De 80-84;60
Loja;Saraguro;85 o más;60
Loja;Saraguro;Total San Sebastián de Yúluc;958
Loja;Saraguro;De 0-4;86
Loja;Saraguro;De 5-9;90
Loja;Saraguro;De 10-14;83
Loja;Saraguro;De 15-19;102
Loja;Saraguro;De 20-24;97
Loja;Saraguro;De 25-29;63
Loja;Saraguro;De 30-34;64
Loja;Saraguro;De 35-39;56
Loja;Saraguro;De 40-44;53
Loja;Saraguro;De 45-49;48
Loja;Saraguro;De 50-54;39
Loja;Saraguro;De 55-59;39
Loja;Saraguro;De 60-64;23
Loja;Saraguro;De 65-69;32
Loja;Saraguro;De 70-74;26
Loja;Saraguro;De 75-79;14
Loja;Saraguro;De 80-84;23
Loja;Saraguro;85 o más;20
Loja;Saraguro;Total Selva Alegre;1.553
Loja;Saraguro;De 0-4;133
Loja;Saraguro;De 5-9;169
Loja;Saraguro;De 10-14;176
Loja;Saraguro;De 15-19;179
Loja;Saraguro;De 20-24;118
Loja;Saraguro;De 25-29;80
Loja;Saraguro;De 30-34;89
Loja;Saraguro;De 35-39;73
Loja;Saraguro;De 40-44;75
Loja;Saraguro;De 45-49;65
Loja;Saraguro;De 50-54;77
Loja;Saraguro;De 55-59;58
Loja;Saraguro;De 60-64;67
Loja;Saraguro;De 65-69;45
Loja;Saraguro;De 70-74;41
Loja;Saraguro;De 75-79;35
Loja;Saraguro;De 80-84;36
Loja;Saraguro;85 o más;37
Loja;Saraguro;Total Urdaneta;4.091
Loja;Saraguro;De 0-4;331
Loja;Saraguro;De 5-9;318
Loja;Saraguro;De 10-14;438
Loja;Saraguro;De 15-19;428
Loja;Saraguro;De 20-24;338
Loja;Saraguro;De 25-29;299
Loja;Saraguro;De 30-34;260
Loja;Saraguro;De 35-39;276
Loja;Saraguro;De 40-44;230
Loja;Saraguro;De 45-49;187
Loja;Saraguro;De 50-54;169
Loja;Saraguro;De 55-59;179
Loja;Saraguro;De 60-64;150
Loja;Saraguro;De 65-69;148
Loja;Saraguro;De 70-74;101
Loja;Saraguro;De 75-79;101
Loja;Saraguro;De 80-84;65
Loja;Saraguro;85 o más;73
Loja;Saraguro;Total Sumaypamba;1.514
Loja;Saraguro;De 0-4;144
Loja;Saraguro;De 5-9;134
Loja;Saraguro;De 10-14;148
Loja;Saraguro;De 15-19;162
Loja;Saraguro;De 20-24;150
Loja;Saraguro;De 25-29;82
Loja;Saraguro;De 30-34;113
Loja;Saraguro;De 35-39;98
Loja;Saraguro;De 40-44;77
Loja;Saraguro;De 45-49;67
Loja;Saraguro;De 50-54;64
Loja;Saraguro;De 55-59;74
Loja;Saraguro;De 60-64;60
Loja;Saraguro;De 65-69;47
Loja;Saraguro;De 70-74;44
Loja;Saraguro;De 75-79;24
Loja;Saraguro;De 80-84;13
Loja;Saraguro;85 o más;13
Loja;Sozoranga;Total Sozoranga;6.970
Loja;Sozoranga;De 0-4;542
Loja;Sozoranga;De 5-9;517
Loja;Sozoranga;De 10-14;741
Loja;Sozoranga;De 15-19;649
Loja;Sozoranga;De 20-24;472
Loja;Sozoranga;De 25-29;379
Loja;Sozoranga;De 30-34;392
Loja;Sozoranga;De 35-39;395
Loja;Sozoranga;De 40-44;371
Loja;Sozoranga;De 45-49;322
Loja;Sozoranga;De 50-54;308
Loja;Sozoranga;De 55-59;315
Loja;Sozoranga;De 60-64;320
Loja;Sozoranga;De 65-69;311
Loja;Sozoranga;De 70-74;279
Loja;Sozoranga;De 75-79;240
Loja;Sozoranga;De 80-84;179
Loja;Sozoranga;85 o más;238
Loja;Sozoranga;Total Sozoranga;3.671
Loja;Sozoranga;De 0-4;299
Loja;Sozoranga;De 5-9;283
Loja;Sozoranga;De 10-14;397
Loja;Sozoranga;De 15-19;360
Loja;Sozoranga;De 20-24;244
Loja;Sozoranga;De 25-29;195
Loja;Sozoranga;De 30-34;203
Loja;Sozoranga;De 35-39;199
Loja;Sozoranga;De 40-44;196
Loja;Sozoranga;De 45-49;154
Loja;Sozoranga;De 50-54;165
Loja;Sozoranga;De 55-59;164
Loja;Sozoranga;De 60-64;159
Loja;Sozoranga;De 65-69;155
Loja;Sozoranga;De 70-74;156
Loja;Sozoranga;De 75-79;129
Loja;Sozoranga;De 80-84;95
Loja;Sozoranga;85 o más;118
Loja;Sozoranga;Total Nueva Fátima;816
Loja;Sozoranga;De 0-4;54
Loja;Sozoranga;De 5-9;52
Loja;Sozoranga;De 10-14;70
Loja;Sozoranga;De 15-19;72
Loja;Sozoranga;De 20-24;58
Loja;Sozoranga;De 25-29;49
Loja;Sozoranga;De 30-34;52
Loja;Sozoranga;De 35-39;39
Loja;Sozoranga;De 40-44;40
Loja;Sozoranga;De 45-49;53
Loja;Sozoranga;De 50-54;43
Loja;Sozoranga;De 55-59;41
Loja;Sozoranga;De 60-64;38
Loja;Sozoranga;De 65-69;33
Loja;Sozoranga;De 70-74;32
Loja;Sozoranga;De 75-79;34
Loja;Sozoranga;De 80-84;28
Loja;Sozoranga;85 o más;28
Loja;Sozoranga;Total Tacamoros;2.483
Loja;Sozoranga;De 0-4;189
Loja;Sozoranga;De 5-9;182
Loja;Sozoranga;De 10-14;274
Loja;Sozoranga;De 15-19;217
Loja;Sozoranga;De 20-24;170
Loja;Sozoranga;De 25-29;135
Loja;Sozoranga;De 30-34;137
Loja;Sozoranga;De 35-39;157
Loja;Sozoranga;De 40-44;135
Loja;Sozoranga;De 45-49;115
Loja;Sozoranga;De 50-54;100
Loja;Sozoranga;De 55-59;110
Loja;Sozoranga;De 60-64;123
Loja;Sozoranga;De 65-69;123
Loja;Sozoranga;De 70-74;91
Loja;Sozoranga;De 75-79;77
Loja;Sozoranga;De 80-84;56
Loja;Sozoranga;85 o más;92
Loja;Zapotillo;Total Zapotillo;14.571
Loja;Zapotillo;De 0-4;1.159
Loja;Zapotillo;De 5-9;1.149
Loja;Zapotillo;De 10-14;1.470
Loja;Zapotillo;De 15-19;1.321
Loja;Zapotillo;De 20-24;1.211
Loja;Zapotillo;De 25-29;1.053
Loja;Zapotillo;De 30-34;1.050
Loja;Zapotillo;De 35-39;999
Loja;Zapotillo;De 40-44;892
Loja;Zapotillo;De 45-49;757
Loja;Zapotillo;De 50-54;635
Loja;Zapotillo;De 55-59;559
Loja;Zapotillo;De 60-64;610
Loja;Zapotillo;De 65-69;565
Loja;Zapotillo;De 70-74;373
Loja;Zapotillo;De 75-79;346
Loja;Zapotillo;De 80-84;217
Loja;Zapotillo;85 o más;205
Loja;Zapotillo;Total Zapotillo;5.851
Loja;Zapotillo;De 0-4;496
Loja;Zapotillo;De 5-9;483
Loja;Zapotillo;De 10-14;541
Loja;Zapotillo;De 15-19;504
Loja;Zapotillo;De 20-24;508
Loja;Zapotillo;De 25-29;462
Loja;Zapotillo;De 30-34;469
Loja;Zapotillo;De 35-39;423
Loja;Zapotillo;De 40-44;378
Loja;Zapotillo;De 45-49;286
Loja;Zapotillo;De 50-54;291
Loja;Zapotillo;De 55-59;248
Loja;Zapotillo;De 60-64;248
Loja;Zapotillo;De 65-69;185
Loja;Zapotillo;De 70-74;110
Loja;Zapotillo;De 75-79;89
Loja;Zapotillo;De 80-84;70
Loja;Zapotillo;85 o más;60
Loja;Zapotillo;Total Mangahurco;868
Loja;Zapotillo;De 0-4;55
Loja;Zapotillo;De 5-9;50
Loja;Zapotillo;De 10-14;93
Loja;Zapotillo;De 15-19;71
Loja;Zapotillo;De 20-24;68
Loja;Zapotillo;De 25-29;51
Loja;Zapotillo;De 30-34;51
Loja;Zapotillo;De 35-39;60
Loja;Zapotillo;De 40-44;66
Loja;Zapotillo;De 45-49;48
Loja;Zapotillo;De 50-54;37
Loja;Zapotillo;De 55-59;31
Loja;Zapotillo;De 60-64;43
Loja;Zapotillo;De 65-69;43
Loja;Zapotillo;De 70-74;28
Loja;Zapotillo;De 75-79;36
Loja;Zapotillo;De 80-84;16
Loja;Zapotillo;85 o más;21
Loja;Zapotillo;Total Garzareal;1.913
Loja;Zapotillo;De 0-4;150
Loja;Zapotillo;De 5-9;169
Loja;Zapotillo;De 10-14;206
Loja;Zapotillo;De 15-19;168
Loja;Zapotillo;De 20-24;153
Loja;Zapotillo;De 25-29;142
Loja;Zapotillo;De 30-34;126
Loja;Zapotillo;De 35-39;129
Loja;Zapotillo;De 40-44;99
Loja;Zapotillo;De 45-49;105
Loja;Zapotillo;De 50-54;85
Loja;Zapotillo;De 55-59;73
Loja;Zapotillo;De 60-64;71
Loja;Zapotillo;De 65-69;75
Loja;Zapotillo;De 70-74;47
Loja;Zapotillo;De 75-79;54
Loja;Zapotillo;De 80-84;29
Loja;Zapotillo;85 o más;32
Loja;Zapotillo;Total Limones;1.685
Loja;Zapotillo;De 0-4;129
Loja;Zapotillo;De 5-9;120
Loja;Zapotillo;De 10-14;163
Loja;Zapotillo;De 15-19;145
Loja;Zapotillo;De 20-24;147
Loja;Zapotillo;De 25-29;117
Loja;Zapotillo;De 30-34;113
Loja;Zapotillo;De 35-39;112
Loja;Zapotillo;De 40-44;102
Loja;Zapotillo;De 45-49;101
Loja;Zapotillo;De 50-54;64
Loja;Zapotillo;De 55-59;62
Loja;Zapotillo;De 60-64;85
Loja;Zapotillo;De 65-69;83
Loja;Zapotillo;De 70-74;44
Loja;Zapotillo;De 75-79;58
Loja;Zapotillo;De 80-84;20
Loja;Zapotillo;85 o más;20
Loja;Zapotillo;Total Paletillas;2.574
Loja;Zapotillo;De 0-4;216
Loja;Zapotillo;De 5-9;195
Loja;Zapotillo;De 10-14;298
Loja;Zapotillo;De 15-19;260
Loja;Zapotillo;De 20-24;207
Loja;Zapotillo;De 25-29;166
Loja;Zapotillo;De 30-34;168
Loja;Zapotillo;De 35-39;174
Loja;Zapotillo;De 40-44;167
Loja;Zapotillo;De 45-49;134
Loja;Zapotillo;De 50-54;83
Loja;Zapotillo;De 55-59;80
Loja;Zapotillo;De 60-64;83
Loja;Zapotillo;De 65-69;103
Loja;Zapotillo;De 70-74;95
Loja;Zapotillo;De 75-79;63
Loja;Zapotillo;De 80-84;50
Loja;Zapotillo;85 o más;32
Loja;Zapotillo;Total Bolaspamba;1.207
Loja;Zapotillo;De 0-4;90
Loja;Zapotillo;De 5-9;101
Loja;Zapotillo;De 10-14;127
Loja;Zapotillo;De 15-19;133
Loja;Zapotillo;De 20-24;101
Loja;Zapotillo;De 25-29;94
